Date;Hour;Session;Price - PT [€/MWh];Price - ES [€/MWh]
2017-07-03;7;3;43,75;43,75
2017-07-03;8;3;44,63;44,63
2017-07-03;9;3;46,25;46,25
2017-07-03;10;3;48,60;48,60
2017-07-03;11;3;48,30;48,30
2017-07-03;12;3;47,60;47,60
2017-07-03;13;3;50,16;50,16
2017-07-03;14;3;50,75;50,75
2017-07-03;15;3;50,16;50,16
2017-07-03;16;3;50,00;50,00
2017-07-03;17;3;50,39;50,39
2017-07-03;18;3;51,31;51,31
2017-07-03;19;3;49,65;49,65
2017-07-03;20;3;48,00;48,00
2017-07-03;21;3;48,50;48,50
2017-07-03;22;3;48,89;48,89
2017-07-03;23;3;48,30;48,30
2017-07-03;24;3;46,00;46,00
2017-07-03;8;4;45,03;45,03
2017-07-03;9;4;55,69;55,69
2017-07-03;10;4;55,79;55,79
2017-07-03;11;4;50,00;50,00
2017-07-03;12;4;49,45;49,45
2017-07-03;13;4;51,71;51,71
2017-07-03;14;4;51,43;51,43
2017-07-03;15;4;50,16;50,16
2017-07-03;16;4;50,00;50,00
2017-07-03;17;4;50,39;50,39
2017-07-03;18;4;51,43;51,43
2017-07-03;19;4;50,00;50,00
2017-07-03;20;4;49,00;49,00
2017-07-03;21;4;48,50;48,50
2017-07-03;22;4;49,00;49,00
2017-07-03;23;4;48,81;48,81
2017-07-03;24;4;46,44;46,44
2017-07-03;12;5;53,00;53,00
2017-07-03;13;5;52,50;52,50
2017-07-03;14;5;51,00;51,00
2017-07-03;15;5;51,67;51,67
2017-07-03;16;5;50,30;50,30
2017-07-03;17;5;51,30;51,30
2017-07-03;18;5;51,66;51,66
2017-07-03;19;5;50,30;50,30
2017-07-03;20;5;48,50;48,50
2017-07-03;21;5;48,50;48,50
2017-07-03;22;5;49,30;49,30
2017-07-03;23;5;48,80;48,80
2017-07-03;24;5;46,50;46,50
2017-07-03;16;6;47,55;47,55
2017-07-03;17;6;47,55;47,55
2017-07-03;18;6;47,66;47,66
2017-07-03;19;6;47,55;47,55
2017-07-03;20;6;45,50;45,50
2017-07-03;21;6;43,00;43,00
2017-07-03;22;6;43,68;43,68
2017-07-03;23;6;43,30;43,30
2017-07-03;24;6;47,00;47,00
2017-07-03;22;7;47,05;47,05
2017-07-03;23;7;46,75;46,75
2017-07-03;24;7;45,00;45,00
2017-07-04;1;0;50,00;50,00
2017-07-04;2;0;48,13;48,13
2017-07-04;3;0;45,03;45,03
2017-07-04;4;0;42,73;42,73
2017-07-04;5;0;42,50;42,50
2017-07-04;6;0;42,73;42,73
2017-07-04;7;0;48,56;48,56
2017-07-04;8;0;48,10;48,10
2017-07-04;9;0;50,05;50,05
2017-07-04;10;0;51,05;51,05
2017-07-04;11;0;51,05;51,05
2017-07-04;12;0;51,05;51,05
2017-07-04;13;0;52,10;52,10
2017-07-04;14;0;51,65;51,65
2017-07-04;15;0;50,90;50,90
2017-07-04;16;0;51,05;51,05
2017-07-04;17;0;51,05;51,05
2017-07-04;18;0;51,05;51,05
2017-07-04;19;0;50,05;50,05
2017-07-04;20;0;50,05;50,05
2017-07-04;21;0;50,10;50,10
2017-07-04;22;0;51,11;51,11
2017-07-04;23;0;50,90;50,90
2017-07-04;24;0;46,08;46,08
2017-07-04;1;1;49,75;49,75
2017-07-04;2;1;48,00;48,00
2017-07-04;3;1;45,03;45,03
2017-07-04;4;1;42,73;42,73
2017-07-04;5;1;42,29;42,29
2017-07-04;6;1;42,73;42,73
2017-07-04;7;1;48,09;48,09
2017-07-04;8;1;46,93;46,93
2017-07-04;9;1;48,41;48,41
2017-07-04;10;1;49,15;49,15
2017-07-04;11;1;49,36;49,36
2017-07-04;12;1;49,36;49,36
2017-07-04;13;1;50,73;50,73
2017-07-04;14;1;49,75;49,75
2017-07-04;15;1;48,90;48,90
2017-07-04;16;1;49,36;49,36
2017-07-04;17;1;49,70;49,70
2017-07-04;18;1;49,71;49,71
2017-07-04;19;1;49,05;49,05
2017-07-04;20;1;48,73;48,73
2017-07-04;21;1;48,60;48,60
2017-07-04;22;1;49,21;49,21
2017-07-04;23;1;49,32;49,32
2017-07-04;24;1;45,08;45,08
2017-07-04;1;2;51,41;51,41
2017-07-04;2;2;48,13;48,13
2017-07-04;3;2;42,43;42,43
2017-07-04;4;2;42,08;42,08
2017-07-04;5;2;41,57;41,57
2017-07-04;6;2;42,08;42,08
2017-07-04;7;2;46,19;46,19
2017-07-04;8;2;48,08;48,08
2017-07-04;9;2;49,80;49,80
2017-07-04;10;2;50,95;50,95
2017-07-04;11;2;50,95;50,95
2017-07-04;12;2;50,54;50,54
2017-07-04;13;2;51,10;51,10
2017-07-04;14;2;50,65;50,65
2017-07-04;15;2;49,88;49,88
2017-07-04;16;2;49,26;49,26
2017-07-04;17;2;49,24;49,24
2017-07-04;18;2;50,00;50,00
2017-07-04;19;2;49,15;49,15
2017-07-04;20;2;48,81;48,81
2017-07-04;21;2;48,90;48,90
2017-07-04;22;2;49,84;49,84
2017-07-04;23;2;49,90;49,90
2017-07-04;24;2;47,08;47,08
2017-07-04;5;3;41,11;41,11
2017-07-04;6;3;42,73;42,73
2017-07-04;7;3;42,10;42,10
2017-07-04;8;3;48,10;48,10
2017-07-04;9;3;50,51;50,51
2017-07-04;10;3;52,03;52,03
2017-07-04;11;3;52,00;52,00
2017-07-04;12;3;50,05;50,05
2017-07-04;13;3;51,58;51,58
2017-07-04;14;3;51,65;51,65
2017-07-04;15;3;49,50;49,50
2017-07-04;16;3;50,05;50,05
2017-07-04;17;3;49,87;49,87
2017-07-04;18;3;50,22;50,22
2017-07-04;19;3;50,05;50,05
2017-07-04;20;3;49,05;49,05
2017-07-04;21;3;48,10;48,10
2017-07-04;22;3;50,09;50,09
2017-07-04;23;3;49,57;49,57
2017-07-04;24;3;46,58;46,58
2017-07-04;8;4;48,10;48,10
2017-07-04;9;4;50,89;50,89
2017-07-04;10;4;51,05;51,05
2017-07-04;11;4;51,05;51,05
2017-07-04;12;4;51,71;51,71
2017-07-04;13;4;52,60;52,60
2017-07-04;14;4;52,67;52,67
2017-07-04;15;4;50,40;50,40
2017-07-04;16;4;51,05;51,05
2017-07-04;17;4;50,87;50,87
2017-07-04;18;4;51,05;51,05
2017-07-04;19;4;50,55;50,55
2017-07-04;20;4;50,05;50,05
2017-07-04;21;4;49,60;49,60
2017-07-04;22;4;51,09;51,09
2017-07-04;23;4;50,86;50,86
2017-07-04;24;4;47,29;47,29
2017-07-04;12;5;49,55;49,55
2017-07-04;13;5;50,19;50,19
2017-07-04;14;5;50,17;50,17
2017-07-04;15;5;51,50;51,50
2017-07-04;16;5;49,19;49,19
2017-07-04;17;5;49,19;49,19
2017-07-04;18;5;49,55;49,55
2017-07-04;19;5;48,30;48,30
2017-07-04;20;5;47,55;47,55
2017-07-04;21;5;48,35;48,35
2017-07-04;22;5;49,19;49,19
2017-07-04;23;5;49,15;49,15
2017-07-04;24;5;46,00;46,00
2017-07-04;16;6;47,90;47,90
2017-07-04;17;6;48,10;48,10
2017-07-04;18;6;48,50;48,50
2017-07-04;19;6;48,70;48,70
2017-07-04;20;6;47,50;47,50
2017-07-04;21;6;44,10;44,10
2017-07-04;22;6;46,55;46,55
2017-07-04;23;6;48,10;48,10
2017-07-04;24;6;46,10;46,10
2017-07-04;22;7;46,56;46,56
2017-07-04;23;7;47,90;47,90
2017-07-04;24;7;46,08;46,08
2017-07-05;1;0;46,31;46,31
2017-07-05;2;0;42,38;42,38
2017-07-05;3;0;41,09;41,09
2017-07-05;4;0;41,75;41,75
2017-07-05;5;0;42,38;42,38
2017-07-05;6;0;45,77;45,77
2017-07-05;7;0;49,39;49,39
2017-07-05;8;0;50,01;50,01
2017-07-05;9;0;50,90;50,90
2017-07-05;10;0;52,10;52,10
2017-07-05;11;0;52,10;52,10
2017-07-05;12;0;51,94;51,94
2017-07-05;13;0;50,90;50,90
2017-07-05;14;0;50,10;50,10
2017-07-05;15;0;51,22;51,22
2017-07-05;16;0;48,83;48,83
2017-07-05;17;0;48,21;48,21
2017-07-05;18;0;48,80;48,80
2017-07-05;19;0;48,21;48,21
2017-07-05;20;0;48,91;48,91
2017-07-05;21;0;50,07;50,07
2017-07-05;22;0;53,10;53,10
2017-07-05;23;0;53,10;53,10
2017-07-05;24;0;50,10;50,10
2017-07-05;1;1;46,31;46,31
2017-07-05;2;1;43,37;43,37
2017-07-05;3;1;42,59;42,59
2017-07-05;4;1;41,75;41,75
2017-07-05;5;1;43,08;43,08
2017-07-05;6;1;45,77;45,77
2017-07-05;7;1;49,39;49,39
2017-07-05;8;1;51,11;51,11
2017-07-05;9;1;51,92;51,92
2017-07-05;10;1;52,62;52,62
2017-07-05;11;1;52,60;52,60
2017-07-05;12;1;52,44;52,44
2017-07-05;13;1;51,30;51,30
2017-07-05;14;1;50,54;50,54
2017-07-05;15;1;52,22;52,22
2017-07-05;16;1;49,59;49,59
2017-07-05;17;1;48,41;48,41
2017-07-05;18;1;49,30;49,30
2017-07-05;19;1;48,71;48,71
2017-07-05;20;1;49,41;49,41
2017-07-05;21;1;50,32;50,32
2017-07-05;22;1;53,20;53,20
2017-07-05;23;1;53,50;53,50
2017-07-05;24;1;50,35;50,35
2017-07-05;1;2;42,50;42,50
2017-07-05;2;2;43,37;43,37
2017-07-05;3;2;42,50;42,50
2017-07-05;4;2;41,75;41,75
2017-07-05;5;2;42,58;42,58
2017-07-05;6;2;45,77;45,77
2017-07-05;7;2;49,39;49,39
2017-07-05;8;2;51,21;51,21
2017-07-05;9;2;52,02;52,02
2017-07-05;10;2;53,23;53,23
2017-07-05;11;2;53,37;53,37
2017-07-05;12;2;52,90;52,90
2017-07-05;13;2;51,80;51,80
2017-07-05;14;2;51,36;51,36
2017-07-05;15;2;52,90;52,90
2017-07-05;16;2;49,83;49,83
2017-07-05;17;2;48,80;48,80
2017-07-05;18;2;49,80;49,80
2017-07-05;19;2;49,21;49,21
2017-07-05;20;2;49,61;49,61
2017-07-05;21;2;50,32;50,32
2017-07-05;22;2;53,12;53,12
2017-07-05;23;2;53,50;53,50
2017-07-05;24;2;50,35;50,35
2017-07-05;5;3;41,09;41,09
2017-07-05;6;3;45,77;45,77
2017-07-05;7;3;49,39;49,39
2017-07-05;8;3;51,36;51,36
2017-07-05;9;3;53,52;53,52
2017-07-05;10;3;55,73;55,73
2017-07-05;11;3;55,10;55,10
2017-07-05;12;3;54,92;54,92
2017-07-05;13;3;52,25;52,25
2017-07-05;14;3;51,80;51,80
2017-07-05;15;3;54,22;54,22
2017-07-05;16;3;51,33;51,33
2017-07-05;17;3;49,80;49,80
2017-07-05;18;3;50,80;50,80
2017-07-05;19;3;50,71;50,71
2017-07-05;20;3;51,09;51,09
2017-07-05;21;3;51,32;51,32
2017-07-05;22;3;53,12;53,12
2017-07-05;23;3;53,12;53,12
2017-07-05;24;3;50,10;50,10
2017-07-05;8;4;52,23;52,23
2017-07-05;9;4;55,00;55,00
2017-07-05;10;4;55,70;55,70
2017-07-05;11;4;55,35;55,35
2017-07-05;12;4;55,00;55,00
2017-07-05;13;4;52,90;52,90
2017-07-05;14;4;56,59;56,59
2017-07-05;15;4;57,12;57,12
2017-07-05;16;4;54,50;54,50
2017-07-05;17;4;51,46;51,46
2017-07-05;18;4;51,71;51,71
2017-07-05;19;4;51,46;51,46
2017-07-05;20;4;51,59;51,59
2017-07-05;21;4;52,00;52,00
2017-07-05;22;4;53,33;53,33
2017-07-05;23;4;54,60;54,60
2017-07-05;24;4;51,00;51,00
2017-07-05;12;5;60,67;60,67
2017-07-05;13;5;60,67;60,67
2017-07-05;14;5;61,02;61,02
2017-07-05;15;5;61,10;61,10
2017-07-05;16;5;56,90;56,90
2017-07-05;17;5;54,03;54,03
2017-07-05;18;5;54,20;54,20
2017-07-05;19;5;53,65;53,65
2017-07-05;20;5;54,00;54,00
2017-07-05;21;5;55,00;55,00
2017-07-05;22;5;56,00;56,00
2017-07-05;23;5;58,10;58,10
2017-07-05;24;5;52,67;52,67
2017-07-05;16;6;57,66;57,66
2017-07-05;17;6;57,85;57,85
2017-07-05;18;6;58,09;58,09
2017-07-05;19;6;57,92;57,92
2017-07-05;20;6;58,88;58,88
2017-07-05;21;6;60,00;60,00
2017-07-05;22;6;58,88;58,88
2017-07-05;23;6;58,09;58,09
2017-07-05;24;6;54,50;54,50
2017-07-05;22;7;59,47;59,47
2017-07-05;23;7;58,21;58,21
2017-07-05;24;7;55,90;55,90
2017-07-06;1;0;53,25;53,25
2017-07-06;2;0;50,81;50,81
2017-07-06;3;0;49,27;49,27
2017-07-06;4;0;48,21;48,21
2017-07-06;5;0;48,83;48,83
2017-07-06;6;0;49,39;49,39
2017-07-06;7;0;50,50;50,50
2017-07-06;8;0;52,15;52,15
2017-07-06;9;0;53,25;53,25
2017-07-06;10;0;53,99;53,99
2017-07-06;11;0;53,87;53,87
2017-07-06;12;0;53,99;53,99
2017-07-06;13;0;54,03;54,03
2017-07-06;14;0;53,80;53,80
2017-07-06;15;0;53,10;53,10
2017-07-06;16;0;52,77;52,77
2017-07-06;17;0;52,50;52,50
2017-07-06;18;0;52,71;52,71
2017-07-06;19;0;53,31;53,31
2017-07-06;20;0;53,71;53,71
2017-07-06;21;0;53,10;53,10
2017-07-06;22;0;53,25;53,25
2017-07-06;23;0;53,40;53,40
2017-07-06;24;0;50,90;50,90
2017-07-06;1;1;52,03;52,03
2017-07-06;2;1;51,41;51,41
2017-07-06;3;1;49,27;49,27
2017-07-06;4;1;48,00;48,00
2017-07-06;5;1;48,70;48,70
2017-07-06;6;1;48,70;48,70
2017-07-06;7;1;50,00;50,00
2017-07-06;8;1;52,15;52,15
2017-07-06;9;1;53,55;53,55
2017-07-06;10;1;54,51;54,51
2017-07-06;11;1;53,87;53,87
2017-07-06;12;1;54,18;54,18
2017-07-06;13;1;54,10;54,10
2017-07-06;14;1;53,80;53,80
2017-07-06;15;1;53,10;53,10
2017-07-06;16;1;52,72;52,72
2017-07-06;17;1;52,28;52,28
2017-07-06;18;1;52,61;52,61
2017-07-06;19;1;53,31;53,31
2017-07-06;20;1;53,51;53,51
2017-07-06;21;1;53,00;53,00
2017-07-06;22;1;53,05;53,05
2017-07-06;23;1;53,40;53,40
2017-07-06;24;1;51,90;51,90
2017-07-06;1;2;51,10;51,10
2017-07-06;2;2;50,30;50,30
2017-07-06;3;2;46,81;46,81
2017-07-06;4;2;46,76;46,76
2017-07-06;5;2;46,30;46,30
2017-07-06;6;2;46,00;46,00
2017-07-06;7;2;48,10;48,10
2017-07-06;8;2;51,32;51,32
2017-07-06;9;2;53,25;53,25
2017-07-06;10;2;53,79;53,79
2017-07-06;11;2;53,00;53,00
2017-07-06;12;2;53,79;53,79
2017-07-06;13;2;54,00;54,00
2017-07-06;14;2;52,95;52,95
2017-07-06;15;2;51,36;51,36
2017-07-06;16;2;51,10;51,10
2017-07-06;17;2;51,00;51,00
2017-07-06;18;2;51,65;51,65
2017-07-06;19;2;53,09;53,09
2017-07-06;20;2;53,71;53,71
2017-07-06;21;2;53,00;53,00
2017-07-06;22;2;53,03;53,03
2017-07-06;23;2;53,20;53,20
2017-07-06;24;2;50,90;50,90
2017-07-06;5;3;41,90;41,90
2017-07-06;6;3;40,39;40,39
2017-07-06;7;3;41,50;41,50
2017-07-06;8;3;49,75;49,75
2017-07-06;9;3;53,25;53,25
2017-07-06;10;3;53,99;53,99
2017-07-06;11;3;53,87;53,87
2017-07-06;12;3;53,99;53,99
2017-07-06;13;3;54,03;54,03
2017-07-06;14;3;53,80;53,80
2017-07-06;15;3;53,10;53,10
2017-07-06;16;3;52,67;52,67
2017-07-06;17;3;52,40;52,40
2017-07-06;18;3;52,71;52,71
2017-07-06;19;3;53,31;53,31
2017-07-06;20;3;53,71;53,71
2017-07-06;21;3;53,10;53,10
2017-07-06;22;3;53,25;53,25
2017-07-06;23;3;53,40;53,40
2017-07-06;24;3;50,90;50,90
2017-07-06;8;4;44,75;44,75
2017-07-06;9;4;53,25;53,25
2017-07-06;10;4;53,99;53,99
2017-07-06;11;4;54,21;54,21
2017-07-06;12;4;54,54;54,54
2017-07-06;13;4;55,00;55,00
2017-07-06;14;4;53,80;53,80
2017-07-06;15;4;53,10;53,10
2017-07-06;16;4;52,67;52,67
2017-07-06;17;4;52,50;52,50
2017-07-06;18;4;53,21;53,21
2017-07-06;19;4;54,71;54,71
2017-07-06;20;4;54,05;54,05
2017-07-06;21;4;53,10;53,10
2017-07-06;22;4;53,25;53,25
2017-07-06;23;4;53,40;53,40
2017-07-06;24;4;50,90;50,90
2017-07-06;12;5;55,04;55,04
2017-07-06;13;5;55,03;55,03
2017-07-06;14;5;56,80;56,80
2017-07-06;15;5;53,33;53,33
2017-07-06;16;5;50,67;50,67
2017-07-06;17;5;52,50;52,50
2017-07-06;18;5;53,33;53,33
2017-07-06;19;5;53,31;53,31
2017-07-06;20;5;52,71;52,71
2017-07-06;21;5;53,10;53,10
2017-07-06;22;5;53,25;53,25
2017-07-06;23;5;52,42;52,42
2017-07-06;24;5;50,00;50,00
2017-07-06;16;6;53,37;53,37
2017-07-06;17;6;54,85;54,85
2017-07-06;18;6;56,15;56,15
2017-07-06;19;6;56,00;56,00
2017-07-06;20;6;56,11;56,11
2017-07-06;21;6;53,81;53,81
2017-07-06;22;6;52,72;52,72
2017-07-06;23;6;52,40;52,40
2017-07-06;24;6;50,50;50,50
2017-07-06;22;7;47,92;47,92
2017-07-06;23;7;50,58;50,58
2017-07-06;24;7;43,55;43,55
2017-07-07;1;0;52,15;52,15
2017-07-07;2;0;49,89;49,89
2017-07-07;3;0;47,91;47,91
2017-07-07;4;0;46,91;46,91
2017-07-07;5;0;46,91;46,91
2017-07-07;6;0;47,49;47,49
2017-07-07;7;0;49,39;49,39
2017-07-07;8;0;51,01;51,01
2017-07-07;9;0;54,81;54,81
2017-07-07;10;0;54,31;54,31
2017-07-07;11;0;54,26;54,26
2017-07-07;12;0;54,26;54,26
2017-07-07;13;0;54,31;54,31
2017-07-07;14;0;54,01;54,01
2017-07-07;15;0;50,90;50,90
2017-07-07;16;0;48,69;48,69
2017-07-07;17;0;47,40;47,40
2017-07-07;18;0;46,76;46,76
2017-07-07;19;0;46,61;46,61
2017-07-07;20;0;47,07;47,07
2017-07-07;21;0;48,80;48,80
2017-07-07;22;0;49,93;49,93
2017-07-07;23;0;51,03;51,03
2017-07-07;24;0;50,05;50,05
2017-07-07;1;1;50,40;50,40
2017-07-07;2;1;48,89;48,89
2017-07-07;3;1;47,41;47,41
2017-07-07;4;1;46,91;46,91
2017-07-07;5;1;46,91;46,91
2017-07-07;6;1;47,02;47,02
2017-07-07;7;1;47,00;47,00
2017-07-07;8;1;50,01;50,01
2017-07-07;9;1;53,83;53,83
2017-07-07;10;1;54,55;54,55
2017-07-07;11;1;54,50;54,50
2017-07-07;12;1;54,36;54,36
2017-07-07;13;1;54,41;54,41
2017-07-07;14;1;54,01;54,01
2017-07-07;15;1;50,90;50,90
2017-07-07;16;1;48,21;48,21
2017-07-07;17;1;47,10;47,10
2017-07-07;18;1;46,35;46,35
2017-07-07;19;1;46,11;46,11
2017-07-07;20;1;46,83;46,83
2017-07-07;21;1;48,61;48,61
2017-07-07;22;1;49,93;49,93
2017-07-07;23;1;51,03;51,03
2017-07-07;24;1;49,05;49,05
2017-07-07;1;2;51,90;51,90
2017-07-07;2;2;48,70;48,70
2017-07-07;3;2;47,96;47,96
2017-07-07;4;2;47,21;47,21
2017-07-07;5;2;46,91;46,91
2017-07-07;6;2;46,50;46,50
2017-07-07;7;2;44,31;44,31
2017-07-07;8;2;46,11;46,11
2017-07-07;9;2;51,95;51,95
2017-07-07;10;2;54,31;54,31
2017-07-07;11;2;54,26;54,26
2017-07-07;12;2;54,02;54,02
2017-07-07;13;2;54,21;54,21
2017-07-07;14;2;53,77;53,77
2017-07-07;15;2;49,90;49,90
2017-07-07;16;2;47,69;47,69
2017-07-07;17;2;45,03;45,03
2017-07-07;18;2;44,00;44,00
2017-07-07;19;2;42,42;42,42
2017-07-07;20;2;43,10;43,10
2017-07-07;21;2;45,90;45,90
2017-07-07;22;2;47,43;47,43
2017-07-07;23;2;49,53;49,53
2017-07-07;24;2;47,00;47,00
2017-07-07;5;3;47,78;47,78
2017-07-07;6;3;44,50;44,50
2017-07-07;7;3;42,31;42,31
2017-07-07;8;3;45,01;45,01
2017-07-07;9;3;52,69;52,69
2017-07-07;10;3;53,31;53,31
2017-07-07;11;3;52,14;52,14
2017-07-07;12;3;53,50;53,50
2017-07-07;13;3;54,31;54,31
2017-07-07;14;3;53,03;53,03
2017-07-07;15;3;48,32;48,32
2017-07-07;16;3;45,69;45,69
2017-07-07;17;3;42,40;42,40
2017-07-07;18;3;41,76;41,76
2017-07-07;19;3;41,61;41,61
2017-07-07;20;3;42,08;42,08
2017-07-07;21;3;43,80;43,80
2017-07-07;22;3;46,93;46,93
2017-07-07;23;3;48,83;48,83
2017-07-07;24;3;45,05;45,05
2017-07-07;8;4;45,01;45,01
2017-07-07;9;4;50,35;50,35
2017-07-07;10;4;52,31;52,31
2017-07-07;11;4;52,00;52,00
2017-07-07;12;4;53,26;53,26
2017-07-07;13;4;54,31;54,31
2017-07-07;14;4;53,03;53,03
2017-07-07;15;4;50,70;50,70
2017-07-07;16;4;44,69;44,69
2017-07-07;17;4;42,40;42,40
2017-07-07;18;4;41,76;41,76
2017-07-07;19;4;41,48;41,48
2017-07-07;20;4;42,50;42,50
2017-07-07;21;4;43,80;43,80
2017-07-07;22;4;45,43;45,43
2017-07-07;23;4;48,33;48,33
2017-07-07;24;4;45,05;45,05
2017-07-07;12;5;53,23;53,23
2017-07-07;13;5;55,03;55,03
2017-07-07;14;5;55,53;55,53
2017-07-07;15;5;55,56;55,56
2017-07-07;16;5;47,00;47,00
2017-07-07;17;5;44,18;44,18
2017-07-07;18;5;44,00;44,00
2017-07-07;19;5;44,00;44,00
2017-07-07;20;5;44,00;44,00
2017-07-07;21;5;44,00;44,00
2017-07-07;22;5;44,94;44,94
2017-07-07;23;5;48,00;48,00
2017-07-07;24;5;45,00;45,00
2017-07-07;16;6;44,00;44,00
2017-07-07;17;6;42,08;42,08
2017-07-07;18;6;41,11;41,11
2017-07-07;19;6;42,01;42,01
2017-07-07;20;6;43,50;43,50
2017-07-07;21;6;42,10;42,10
2017-07-07;22;6;42,13;42,13
2017-07-07;23;6;45,10;45,10
2017-07-07;24;6;42,00;42,00
2017-07-07;22;7;42,00;42,00
2017-07-07;23;7;42,08;42,08
2017-07-07;24;7;40,90;40,90
2017-07-08;1;0;45,00;45,00
2017-07-08;2;0;45,00;45,00
2017-07-08;3;0;42,38;42,38
2017-07-08;4;0;42,38;42,38
2017-07-08;5;0;41,11;41,11
2017-07-08;6;0;41,04;41,04
2017-07-08;7;0;41,00;41,00
2017-07-08;8;0;40,30;40,30
2017-07-08;9;0;45,40;45,40
2017-07-08;10;0;52,15;52,15
2017-07-08;11;0;53,81;53,81
2017-07-08;12;0;53,89;53,89
2017-07-08;13;0;54,52;54,52
2017-07-08;14;0;54,81;54,81
2017-07-08;15;0;53,93;53,93
2017-07-08;16;0;50,10;50,10
2017-07-08;17;0;45,99;45,99
2017-07-08;18;0;45,50;45,50
2017-07-08;19;0;46,84;46,84
2017-07-08;20;0;48,01;48,01
2017-07-08;21;0;52,71;52,71
2017-07-08;22;0;54,81;54,81
2017-07-08;23;0;54,89;54,89
2017-07-08;24;0;53,02;53,02
2017-07-08;1;1;46,85;46,85
2017-07-08;2;1;46,47;46,47
2017-07-08;3;1;43,04;43,04
2017-07-08;4;1;42,38;42,38
2017-07-08;5;1;41,41;41,41
2017-07-08;6;1;41,04;41,04
2017-07-08;7;1;41,02;41,02
2017-07-08;8;1;40,38;40,38
2017-07-08;9;1;44,90;44,90
2017-07-08;10;1;51,48;51,48
2017-07-08;11;1;53,14;53,14
2017-07-08;12;1;52,74;52,74
2017-07-08;13;1;53,02;53,02
2017-07-08;14;1;53,81;53,81
2017-07-08;15;1;53,60;53,60
2017-07-08;16;1;48,60;48,60
2017-07-08;17;1;44,99;44,99
2017-07-08;18;1;42,50;42,50
2017-07-08;19;1;43,96;43,96
2017-07-08;20;1;45,01;45,01
2017-07-08;21;1;49,96;49,96
2017-07-08;22;1;52,06;52,06
2017-07-08;23;1;52,14;52,14
2017-07-08;24;1;50,02;50,02
2017-07-08;1;2;45,00;45,00
2017-07-08;2;2;43,00;43,00
2017-07-08;3;2;41,11;41,11
2017-07-08;4;2;39,53;39,53
2017-07-08;5;2;41,11;41,11
2017-07-08;6;2;40,98;40,98
2017-07-08;7;2;40,98;40,98
2017-07-08;8;2;40,05;40,05
2017-07-08;9;2;41,11;41,11
2017-07-08;10;2;50,17;50,17
2017-07-08;11;2;51,51;51,51
2017-07-08;12;2;51,00;51,00
2017-07-08;13;2;51,00;51,00
2017-07-08;14;2;52,81;52,81
2017-07-08;15;2;51,93;51,93
2017-07-08;16;2;48,10;48,10
2017-07-08;17;2;43,49;43,49
2017-07-08;18;2;42,00;42,00
2017-07-08;19;2;42,08;42,08
2017-07-08;20;2;43,69;43,69
2017-07-08;21;2;48,46;48,46
2017-07-08;22;2;50,86;50,86
2017-07-08;23;2;50,64;50,64
2017-07-08;24;2;48,25;48,25
2017-07-08;5;3;43,09;43,09
2017-07-08;6;3;42,01;42,01
2017-07-08;7;3;41,00;41,00
2017-07-08;8;3;40,30;40,30
2017-07-08;9;3;41,11;41,11
2017-07-08;10;3;50,88;50,88
2017-07-08;11;3;50,83;50,83
2017-07-08;12;3;50,91;50,91
2017-07-08;13;3;50,70;50,70
2017-07-08;14;3;51,71;51,71
2017-07-08;15;3;50,83;50,83
2017-07-08;16;3;46,10;46,10
2017-07-08;17;3;42,39;42,39
2017-07-08;18;3;40,75;40,75
2017-07-08;19;3;41,84;41,84
2017-07-08;20;3;43,01;43,01
2017-07-08;21;3;47,71;47,71
2017-07-08;22;3;50,31;50,31
2017-07-08;23;3;50,10;50,10
2017-07-08;24;3;47,02;47,02
2017-07-08;8;4;40,30;40,30
2017-07-08;9;4;40,75;40,75
2017-07-08;10;4;50,50;50,50
2017-07-08;11;4;49,71;49,71
2017-07-08;12;4;51,00;51,00
2017-07-08;13;4;50,30;50,30
2017-07-08;14;4;50,30;50,30
2017-07-08;15;4;49,03;49,03
2017-07-08;16;4;47,10;47,10
2017-07-08;17;4;42,08;42,08
2017-07-08;18;4;42,00;42,00
2017-07-08;19;4;42,00;42,00
2017-07-08;20;4;42,25;42,25
2017-07-08;21;4;46,71;46,71
2017-07-08;22;4;49,32;49,32
2017-07-08;23;4;49,89;49,89
2017-07-08;24;4;44,42;44,42
2017-07-08;12;5;42,08;42,08
2017-07-08;13;5;43,60;43,60
2017-07-08;14;5;43,80;43,80
2017-07-08;15;5;43,10;43,10
2017-07-08;16;5;42,88;42,88
2017-07-08;17;5;41,11;41,11
2017-07-08;18;5;40,75;40,75
2017-07-08;19;5;40,84;40,84
2017-07-08;20;5;42,01;42,01
2017-07-08;21;5;43,71;43,71
2017-07-08;22;5;47,91;47,91
2017-07-08;23;5;47,99;47,99
2017-07-08;24;5;43,00;43,00
2017-07-08;16;6;40,98;40,98
2017-07-08;17;6;40,77;40,77
2017-07-08;18;6;40,11;40,11
2017-07-08;19;6;40,32;40,32
2017-07-08;20;6;40,77;40,77
2017-07-08;21;6;41,10;41,10
2017-07-08;22;6;43,80;43,80
2017-07-08;23;6;48,10;48,10
2017-07-08;24;6;42,40;42,40
2017-07-08;22;7;44,00;44,00
2017-07-08;23;7;46,14;46,14
2017-07-08;24;7;42,00;42,00
2017-07-09;1;0;50,00;50,00
2017-07-09;2;0;47,27;47,27
2017-07-09;3;0;42,38;42,38
2017-07-09;4;0;42,38;42,38
2017-07-09;5;0;41,09;41,09
